en,id
her skin was warm .,kulitnya hangat .
his eyes are blue .,matanya biru .
his room is a mess .,kamarnya sangat berantakan .
his skin was warm .,kulitnya hangat .
"honey ,  are you ok ?","sayang ,  kamu tidak apa-apa ?"
how about a drink ?,bagaimana kalau minuman ?
how are you doing ?,bagaimana kabar anda ?
how was your week ?,bagaimana pekan kalian ?
i admit i am wrong .,aku akui aku salah .
i almost threw up .,aku hampir muntah .
i am  years old .,umur saya  tahun .
i am not a doctor .,saya bukan dokter .
i appreciate that .,aku mengapresiasinya .
i appreciate this .,aku menghargai ini .
i believe in fate .,aku percaya pada takdir .
i came here alone .,aku datang ke sini sendiri .
i cannot trust him .,aku tidak bisa mempercayai dia .
i cannot trust him .,aku tidak bisa mempercayainya .
i cannot help you .,saya tidak dapat membantumu .
i closed the gate .,aku menutup gerbang itu .
i cried all night .,aku menangis sepanjang malam .
i do not blame you .,aku tidak menyalahkanmu .
i do not feel well .,aku sedang tidak enak badan
i do not feel well .,saya merasa tidak enak badan .
i do not know them .,saya tidak mengenal mereka .
i do not like eggs .,aku tidak suka telur .
i do not like sand .,aku tidak suka pasir .
i do not trust you .,aku tidak mempercayaimu .
i do not trust you .,aku tidak percaya padamu .
i do not want this .,aku tidak mau ini .
i doubt his story .,saya meragukan ceritanya .
i drive carefully .,saya mengemudi dengan hati-hati .
i feel good today .,aku merasa baik hari ini .
i felt humiliated .,saya merasa dipermalukan .
i forget her name .,saya lupa namanya .
i forget his name .,saya lupa namanya .
i forgot her name .,saya lupa namanya .
i forgot his name .,saya lupa namanya .
i got off the bus .,aku turun dari bus .
i hate all of you .,aku benci kalian semua .
i hate interviews .,aku benci wawancara .
i have a daughter .,aku punya seorang anak perempuan .
i have a headache .,aku sakit kepala .
i have a red bike .,aku punya sepeda merah .
i have no friends .,aku tidak punya teman .
i have two houses .,saya punya dua rumah .
i knew the answer .,aku tahu jawabannya .
i know that voice .,aku kenal suara itu .
i know that voice .,aku mengenal suara itu .
i know the answer .,aku tahu jawabannya .
i like this store .,aku suka toko ini .
i like this watch .,aku suka jam tangan ini .
i like this watch .,aku suka arloji ini .
i like watermelon .,aku suka semangka .
i like your style .,aku suka gayamu .
i like your voice .,aku suka suaramu .
i liked this film .,dulu aku suka film ini .
i met tom tonight .,aku bertemu tom malam ini .
i missed my train .,aku ketinggalan keretaku .
i need some money .,aku membutuhkan uang .
i need some paper .,aku perlu kertas .
i play the violin .,aku bermain biola .
i really hate tom .,aku sangat benci tom .
i saw tom earlier .,barusan aku melihat tom .
i saw you smiling .,aku melihatmu tersenyum .
i want a lot more .,aku mau lebih banyak .
i want some paper .,aku ingin kertas .
i want to see him .,aku ingin bertemu dengannya .
i was a shy child .,dulu aku anak yang pemalu .
i was just joking .,saya hanya bergurau .
i was just joking .,aku cuma bercanda .
i was only joking .,saya hanya bergurau .
i was very hungry .,aku sangat lapar .
i wish i was dead .,aku harap aku mati .
i will not be silent .,aku tidak akan diam .
i worry about him .,aku mengkhawatirkan dia .
i will be in my car .,aku ada di dalam mobil .
i will decide later .,akan saya putuskan nanti .
i will give it back .,aku akan mengembalikannya .
i will never forget .,aku tidak akan pernah lupa .
i will pay the bill .,aku akan membayar tagihannya .
i will send it back .,aku akan mengirimnya kembali .
i am a human being .,aku adalah manusia .
i am a limo driver .,saya seorang sopir limusin .
i am an accountant .,aku seorang akuntan .
i am awfully tired .,aku benar-benar capek .
i am feeling tired .,aku merasa capek .
i am not a student .,aku bukan pelajar .
i am not a student .,aku bukan siswa .
i am not a student .,saya bukan siswa .
i am not a tourist .,aku bukan turis .
i am not a tourist .,saya bukan turis .
i am not into that .,aku tidak begitu suka dengan hal semacam itu .
i am not ready yet .,saya belum siap .
i am really hungry .,aku sangat lapar .
i am sorry for you .,saya turut berduka .
i am still curious .,aku masih penasaran .
i am still healthy .,aku masih sehat .
i am tired of this .,aku lelah dengan hal ini .
i have got to study .,aku harus belajar .
is tom still sick ?,apakah tom masih sakit ?
is that important ?,itu penting ?
is that important ?,apakah itu penting ?
is this real gold ?,apakah ini emas asli ?
is this your bike ?,apakah ini sepedamu ?
is this your book ?,apa ini bukumu ?
is your wife tall ?,apakah istrimu tinggi ?
it became a habit .,itu menjadi sebuah kebiasaan .
it does not matter .,tidak masalah .
it is our destiny .,ini adalah takdir kami .
it is not a secret .,itu bukan rahasia .
it is not optional .,ini tidak fakultatif .
it should be fine .,semuanya akan baik-baik saja .
it was no trouble .,tidak ada masalah .
it is a fingernail .,itu kuku tangan .
it is all my fault .,ini semua salahku .
it is confidential .,ini rahasia .
it is just a hobby .,ini hanya hobi .
it is my only hope .,ini satu-satunya harapan saya .
it is not a secret .,itu bukan rahasia .
it is not my fault .,itu bukan salahku .
it is pretty weird .,itu sangat aneh .
it is starting now .,sudah dimulai sekarang .
keep away from me .,menjauhlah dariku .
keep your chin up .,tetaplah semangat .
leave it up to me .,serahkan padaku .
leave me in peace !,tinggalkan aku sendiri !
let go of my hand .,lepaskan tanganku .
let is do it again .,mari kita melakukannya lagi .
let is do it again .,mari kita lakukan lagi .
let is do this now .,mari kita melakukannya sekarang .
let is eat noodles .,mari kita makan mi .
let is get started .,mari kita mulai .
let is go to sleep .,mari kita tidur .
let is go to sleep .,mari kita pergi tidur .
let is have a look .,mari kita coba lihat .
let is take a look .,mari kita coba lihat .
life is a mystery .,hidup adalah sebuah misteri .
life is beautiful .,hidup itu indah .
life is too short .,hidup itu terlalu singkat .
"long time ,  no see .",lama tak berjumpa .
look at that bird .,lihatlah burung itu .
mary is so pretty .,mary sangat cantik .
mary is so pretty .,mary cantik banget .
may i go with you ?,boleh saya pergi denganmu ?
may i take a rest ?,bolehkah saya istirahat ?
may i try this on ?,bolehkah saya mencoba mengenakan ini ?
maybe i was wrong .,mungkin aku salah .
my bag was stolen .,tasku dicuri .
my bag was stolen .,tas saya dicuri .
my dad is not here .,ayahku tidak di sini .
my father is busy .,ayahku sibuk .
my father is busy .,ayahku sedang sibuk .
my hair is a mess .,rambutku berantakan .
my hands are cold .,tanganku dingin .
my hobby is music .,hobiku musik .
my house is dirty .,rumahku kotor .
my mother is fine .,ibu saya baik-baik saja .
my name is not tom .,nama saya bukan tom .
my name is not tom .,nama saya bukan tom .
no one can see it .,tidak ada yang bisa melihatnya .
no one is perfect .,tidak ada orang yang sempurna .
no one is perfect .,jika baik ada cacatnya .
no one trusts you .,tidak ada yang percaya padamu .
no one trusts you .,tidak ada yang memercayaimu .
"no ,  do not do that .","tidak ,  jangan lakukan itu !"
"no ,  it is not easy .","tidak ,  itu tidak mudah ."
nobody can see it .,tidak ada yang bisa melihatnya .
nobody is perfect .,tidak ada orang yang sempurna .
nobody is perfect .,jika baik ada cacatnya .
nobody is perfect .,tak ada gading yang tak retak .
pick up the phone .,angkat teleponnya .
please do not move .,tolong jangan bergerak .
please forgive me .,tolong maafkan saya .
please turn right .,tolong belok kanan .
put on some music .,putarlah musik .
put your hands up !,angkat tanganmu !
put your hands up !,angkat kedua tanganmu !
put your hands up .,angkat tanganmu .
see you next week !,sampai jumpa minggu depan !
she always smiles .,dia selalu tersenyum .
she has blue eyes .,matanya biru .
she has long hair .,dia berambut panjang .
she hates carrots .,dia benci wortel .
she is aggressive .,dia agresif .
she went shopping .,dia pergi berbelanja .
she is in her room .,dia ada di kamarnya .
she is unconscious .,dia tidak sadar .
should i help you ?,mau saya bantu ?
silence is golden .,"dikulum menjadi manikam ,  dimuntahkan menjadi sekam ."
something is wrong .,ada yang salah .
stop following me .,berhenti mengikutiku .
take both of them .,ambil keduanya .
tell me the story .,ceritakan padaku .
tell me the truth .,katakan padaku yang sebenarnya .
thanks in advance .,terima kasih sebelumnya .
that box is heavy .,kotak itu berat .
that house is big .,rumah itu besar .
that is not enough .,itu tidak cukup .
that was my fault .,itu salahku .
that was our home .,itu dulunya rumah kami .
that was our home .,itu dulunya rumah kita .
that will not happen .,itu tidak akan terjadi .
that will not happen .,itu tak 'kan terjadi .
that is all i have .,ini semua yang saya punya .
that is hard to do .,itu sulit dilakukan .
that is impossible .,itu mustahil .
that is my brother .,itu kakakku .
that is my brother .,itu adikku .
that is not enough .,itu tidak cukup .
that is why i lied .,makanya aku bohong .
that is why i lied .,makanya aku berbohong .
that is why i lied .,oleh sebab itulah aku berbohong .
the book is white .,buku itu putih .
the bus just left .,bus itu baru saja berangkat .
"the check ,  please .",tolong bonnya .
the dog is theirs .,anjing itu milik mereka .
the lock is broken .,kuncinya rusak .
the pain has gone .,rasa sakitnya sudah hilang .
the pizza is cold .,piza itu dingin .
the river is deep .,sungai itu dalam .
the river is wide .,sungai itu lebar .
the ship set sail .,kapal itu mulai berlayar .
the soldiers died .,tentara-tentara itu mati .
the store is open .,tokonya buka .
the sun is a star .,matahari adalah bintang .
the train is here .,keretanya di sini .
the wall is dirty .,dinding itu kotor .
the water is cold .,airnya dingin .
the water is warm .,airnya hangat .
there is no paint .,tidak ada cat .
these are my boys .,mereka ini adalah anak-anak laki-lakiku .
these are not fish .,ini bukan ikan .
they betrayed tom .,mereka mengkhianati tom .
they betrayed you .,mereka mengkhianatimu .
they both laughed .,mereka berdua tertawa .
they bought a car .,mereka membeli mobil .
they kissed again .,mereka berciuman lagi .
they murdered tom .,mereka membunuh tom .
they went fishing .,mereka pergi memancing .
they went surfing .,mereka pergi berselancar .
they will try again .,mereka akan mencobanya lagi .
they are different .,mereka berbeda .
they are grown men .,mereka pria dewasa .
they have found tom .,mereka telah menemukan tom .
this app can help .,aplikasi ini dapat membantu .
this bird can fly .,burung ini bisa terbang .
this box is heavy .,kotak ini berat .
this bucket leaks .,ember ini bocor .
this can be fixed .,ini bisa diperbaiki .
this dog is white .,anjing ini putih .
this egg is fresh .,telur ini segar .
this is ludicrous .,ini menggelikan .
this is my father .,ini ayahku .
this is my father .,ini ayah saya .
this is my friend .,ini temanku .
this is my office .,ini kantor saya .
this is my sister .,ini adikku .
this is too spicy .,ini terlalu pedas .
this is true love .,inilah cinta sejati .
this is unethical .,ini tidak etis .
this is very cool .,ini sangat keren .
this is your wine .,ini anggurmu .
this is not a fish .,ini bukan ikan .
this is not a joke .,ini bukan lelucon .
this is not enough .,ini tidak cukup .
this is not my car .,ini bukan mobilku .
this is not my key .,ini bukan kunciku .
this nail is bent .,paku ini bengkok .
this one is empty .,yang ini kosong .
this one is broken .,yang ini rusak .
today is saturday .,hari ini hari sabtu .
today is thursday .,hari ini hari kamis .
tom betrayed mary .,tom mengkhianati mary .
tom boiled an egg .,tom merebus telur .
tom bothered mary .,tom mengganggu mary .
tom broke the law .,tom melanggar hukum .
tom deceived mary .,tom menipu mary .
tom did it for us .,tom melakukannya untuk kami .
tom did not answer .,tom tidak menjawab .
tom drinks coffee .,tom minum kopi .
tom embraced mary .,tom memeluk mary .
tom followed mary .,tom mengikuti mary .
tom gave me a hug .,tom memelukku .
tom gave me a pen .,tom memberiku sebuah pena .
tom has a problem .,tom punya masalah .
tom has a red car .,tom punya mobil merah .
tom has been good .,tom selalu dalam keadaan baik .
tom has big hands .,tom punya tangan yang besar .
tom has blue eyes .,tom matanya biru .
tom has lost hope .,tom telah kehilangan harapan .
tom has not called .,tom belum menelepon .
tom hates camping .,tom benci berkemah .
tom hates hunting .,tom benci berburu .
tom humiliated me .,tom mempermalukanku .
tom insulted mary .,tom menghina mary .
tom is a bachelor .,tom adalah seorang bujangan .
tom is a bit pale .,tom agak pucat .
tom is a bookworm .,tom itu kutu buku .
tom is a drunkard .,tom adalah seorang pemabuk .
tom is a good guy .,tom adalah pria yang baik .
tom is a good man .,tom adalah pria yang baik .
tom is a murderer .,tom seorang pembunuh .
tom is distressed .,tom tertekan .
tom is handcuffed .,tom diborgol .
tom is having fun .,tom sedang bersenang-senang .
tom is illiterate .,tom buta huruf .
tom is in the car .,tom sedang berada di dalam mobil .
tom is intolerant .,tom tidak toleran .
tom is intolerant .,tom intoleran .
tom is making tea .,tom sedang membuat teh .
tom is my fiance .,tom adalah tunanganku .
tom is not famous .,tom tidak terkenal .
tom is not my son .,tom bukan anakku .
tom is not my son .,tom bukanlah putra saya .
tom is quite good .,tom lumayan bagus .
tom is rather shy .,tom agak pemalu .
tom is stuttering .,tom berbicara dengan gagap .
tom is unemployed .,tom adalah seorang penganggur .
tom is very funny .,tom sangat lucu .
tom is very naive .,tom sangat naif .
tom is not at home .,tom tidak ada di rumah .
tom is not healthy .,tom tidak sehat .
tom is not thirsty .,tom tidak haus .
tom likes fishing .,tom suka memancing .
tom likes surfing .,tom suka berselancar .
tom likes surfing .,tom senang berselancar .
tom looks baffled .,tom terlihat kebingungan .
tom looks puzzled .,tom terlihat kebingungan .
tom looks shocked .,tom terlihat syok .
tom misses boston .,tom merindukan boston .
tom mumbles a lot .,tom banyak bergumam .
tom murdered mary .,tom membunuh mary .
tom sat beside me .,tom duduk di sampingku .
tom seems puzzled .,tom sepertinya kebingungan .
tom seems shocked .,tom sepertinya syok .
